Recency,Frequency,Monetary,AOV,AvgBasketSize,UniqueSKUs,Tenure,CustomerID
1.4604379269474606,-0.951242971618668,3.7293112044004784,7.556837674617798,6.873721883836373,-2.5238496442644585,-1.2778587188319563,12346
-2.038956243693276,1.0821630306292318,1.429190093823505,1.0568593253894243,0.9086025769774452,0.9668750325469323,1.0540221847933684,12347
0.3719639973065715,0.39276528972337893,0.553997348357623,0.33352986591988104,1.4725550419508473,-0.4054300282323229,0.9524186962584894,12348
-0.6238468161312312,-0.951242971618668,0.5651770543974464,2.215379586820943,1.5588483318406399,0.6541944280815882,-1.2778587188319563,12349
1.4230169091244451,-0.951242971618668,-0.7079428205364561,0.06619243788350063,0.26107223211555536,-0.6332090513304633,-1.2778587188319563,12350
-0.16496440251850533,1.0821630306292318,0.5249256551510519,-0.4657144967318806,-0.7986768492354742,0.45098650481467234,0.920448060998455,12352
1.1121280552344204,-0.951242971618668,-1.655503676233184,-1.5334099671966208,-2.2346770582740305,-1.7143529650682148,-1.2778587188319563,12353
1.2076277087101308,-0.951242971618668,0.3259099881244553,1.81146655858032,1.366491263770179,0.46608857510276935,-1.2778587188319563,12354
1.1476550127690195,-0.951242971618668,-0.35414617746965465,0.6634458572882161,0.4858144049868057,-0.804736104337389,-1.2778587188319563,12355
-0.48784858938626624,0.06546002950528196,0.9910810583149631,1.4568438490781541,1.3545302075864534,0.3713425543694715,0.979395571755513,12356
-0.2280378812240346,-0.951242971618668,1.7200123092217956,4.164887357200575,3.1831880966696513,1.1774991554907075,-1.2778587188319563,12357
-2.038956243693276,-0.3565098415904979,0.2055927438841422,0.6769130270497312,-0.27313504802381544,-0.8702067625832752,0.7016314675593354,12358
0.1830988212276959,0.39276528972337893,1.7330492709078211,2.321753634345608,1.0596841065759899,1.6084777670717536,0.9410900999210926,12359
0.10310168753222393,0.06546002950528196,0.9293624630772115,1.3527420573761875,1.0119067667811765,0.9753291602051491,0.6989889311095184,12360
1.365705669037795,-0.951242971618668,-1.1212545064207404,-0.6315298907811826,-0.5999603553642504,-1.1019923666914786,-1.2778587188319563,12361
-1.8243669630413246,1.5492685361090064,1.504526249919114,0.7046778678662786,0.387717583266401,1.5489923491804716,0.9661373568365093,12362
0.6545180863675494,-0.3565098415904979,-0.20803832657594837,-0.020364751913949965,0.3054494382809291,-0.32855986216469163,0.6541114883687211,12363
-1.219473754807221,0.39276528972337893,0.4156376453916237,0.10049202706195087,0.9809406594444767,0.6171211732355907,0.5607242751938752,12364
1.37599445432411,-0.951242971618668,-0.6399699839125157,0.18093917134140194,0.12266782585648715,-0.4054300282323229,-1.2778587188319563,12365
-1.6579185856692376,-0.951242971618668,-1.2382072646487168,-0.8289609182634959,0.11624227434337994,-1.0177906266090588,-1.2778587188319563,12367
0.0888931606621161,0.39276528972337893,1.2452859143844208,1.4988869235489248,1.4806387249364592,1.24821285344886,0.988418489521988,12370
0.20796529408005854,-0.951242971618668,0.6027638899362542,2.278830912575656,1.470644450050005,0.5240404679784646,-1.2778587188319563,12371
0.34192268478610366,0.06546002950528196,0.4076455546017349,0.47309655375889853,0.5860250843576623,-0.02084845295372739,0.861813591245302,12372
1.425411534317174,-0.951242971618668,-0.6303380498864494,0.19719909252856402,0.26107223211555536,-0.804736104337389,-1.2778587188319563,12373
-0.42814272410688714,-0.951242971618668,-0.11182475986212852,1.0725150163581245,0.8694817173582902,-0.04722204126276407,-1.2778587188319563,12374
-1.0048844741552696,-0.3565098415904979,-0.5103132893995915,-0.5295235152466351,-0.6247353771966503,-0.804736104337389,0.4909477827848426,12375
1.434913893482233,-0.3565098415904979,0.6132074168880853,1.364438734493594,1.235183190200613,0.6420087231816032,0.17946161074833644,12377
0.7780933519752427,-0.951242971618668,1.3714098819966338,3.576402430186443,3.106978020685229,1.628787847717392,-1.2778587188319563,12378
0.43768542024440965,-0.3565098415904979,0.06436728748990365,0.4387870299575849,0.28901429883878266,0.10036182276301958,0.49541175939118237,12379
-0.5195948743219904,0.39276528972337893,0.971747036423771,1.0376010500228876,0.6470423893947609,0.7013229133180106,0.7392844904820263,12380
-1.5219203589242727,0.06546002950528196,0.574556188886014,0.7544386689448839,0.5986380044531127,0.6171211732355907,0.6000838136265219,12381
1.0395769137359367,0.6601931595334521,0.6535671552917887,0.20178774465293906,0.746910409552045,0.7781930793856414,0.7464028402964729,12383
-0.3214002120141793,-0.3565098415904979,-0.41555337262237185,-0.36995429892828036,-1.0277486713972925,-0.2578461642065392,0.5127797309691069,12384
1.4873210204220024,-0.3565098415904979,-0.4605065638090049,-0.4456582649651417,0.148005964307137,-1.0177906266090588,0.06581058532048795,12386
-0.7450737659930379,0.8863002017334407,1.0798926183895317,0.6752140409310157,0.50264812374714,0.45098650481467234,0.9909590624336839,12388
0.41949122296488883,-0.951242971618668,-0.2791042229970321,0.7901261545320889,0.904978583209087,-0.07440725075751485,-1.2778587188319563,12390
-0.5195948743219904,-0.951242971618668,-0.38908379510437113,0.604466745962253,0.7074234917778096,0.8681129598094249,-1.2778587188319563,12391
0.34192268478610366,0.39276528972337893,0.6307580817179602,0.46285450258657657,0.3054494382809291,0.283800736212044,0.920448060998455,12393
0.25534153803420273,-0.3565098415904979,0.32670655559100636,0.8811644756844725,1.0645117112179001,-0.2578461642065392,0.712028323544415,12394
-0.6238468161312312,1.794302194169694,1.0512888844358363,-0.30287501787928023,0.1338241887366559,0.8489067773437937,1.0386140810124724,12395
-0.16496440251850533,-0.3565098415904979,0.8986041194450836,1.8459631300979398,1.5499793105116308,1.0164272493406568,0.5414493438733692,12397
0.013483028875857768,-0.951242971618668,0.5531210242788972,2.195027485256796,2.4392889311826065,0.7886482262425164,-1.2778587188319563,12398
0.7126715575238268,0.39276528972337893,0.2914140020182473,-0.10865164023948648,0.7083710737313982,0.2652011103088699,0.6827513965678106,12399
1.406035766844578,-0.951242971618668,-1.852457264813388,-1.8658925007331133,-2.9555564860361434,-1.7143529650682148,-1.2778587188319563,12401
1.4535629925028948,-0.951242971618668,-1.0325548229939465,-0.4817936220377685,-0.5757239638606161,-1.0177906266090588,-1.2778587188319563,12402
